2022-05-16 22:05:680 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:471 INFO  ComputerPage :33 - Click on computer [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2022-05-16 22:05:911 INFO  ComputerPage :44 - Click on desktop [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //a[@title='Show products in category Desktops'][normalize-space()='Desktops']]
2022-05-16 22:05:660 INFO  BuildYourOwnComputerPage :54 - Build your own [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2022-05-16 22:05:707 INFO  BuildYourOwnComputerPage :58 - select process2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]to process[[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //select[@id='product_attribute_1']]
2022-05-16 22:05:772 INFO  BuildYourOwnComputerPage :62 - select ram4GB [+$20.00]to process[[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //select[@id='product_attribute_2']]
2022-05-16 22:05:847 INFO  BuildYourOwnComputerPage :71 - Select 400 [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //label[@for='product_attribute_3_7']]
2022-05-16 22:05:921 INFO  BuildYourOwnComputerPage :80 - Select premium [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //label[@for='product_attribute_4_9']]
2022-05-16 22:05:935 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:947 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:34 INFO  BuildYourOwnComputerPage :96 - Click on add to cart [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 22:05:939 INFO  BuildYourOwnComputerPage :101 - Verify shopping cart [[ChromeDriver: chrome on WINDOWS (d22ac6f08b84e5c610471fa0dd4164b3)] -> xpath: //p[@class='content']]
2022-05-16 22:05:597 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:930 INFO  ComputerPage :33 - Click on computer [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2022-05-16 22:05:383 INFO  ComputerPage :44 - Click on desktop [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //a[@title='Show products in category Desktops'][normalize-space()='Desktops']]
2022-05-16 22:05:260 INFO  BuildYourOwnComputerPage :54 - Build your own [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2022-05-16 22:05:300 INFO  BuildYourOwnComputerPage :58 - select process2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]to process[[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //select[@id='product_attribute_1']]
2022-05-16 22:05:362 INFO  BuildYourOwnComputerPage :62 - select ram8GB [+$60.00]to process[[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //select[@id='product_attribute_2']]
2022-05-16 22:05:419 INFO  BuildYourOwnComputerPage :68 - Select HDD [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //label[@for='product_attribute_3_6']]
2022-05-16 22:05:472 INFO  BuildYourOwnComputerPage :77 - Select OS [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //label[@for='product_attribute_4_8']]
2022-05-16 22:05:486 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:497 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:507 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:591 INFO  BuildYourOwnComputerPage :96 - Click on add to cart [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 22:05:889 INFO  BuildYourOwnComputerPage :101 - Verify shopping cart [[ChromeDriver: chrome on WINDOWS (90c1769563f033aee1371ae2a0120268)] -> xpath: //p[@class='content']]
2022-05-16 22:05:561 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:575 INFO  LoginPage :39 - Click on login [[ChromeDriver: chrome on WINDOWS (990f6afcf7f270b48eb59886aa4097f2)] -> xpath: //a[normalize-space()='Log in']]
2022-05-16 22:05:599 INFO  LoginPage :43 - Verify welcome [[ChromeDriver: chrome on WINDOWS (990f6afcf7f270b48eb59886aa4097f2)] -> xpath: //h1[normalize-space()='Welcome, Please Sign In!']]
2022-05-16 22:05:245 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:264 INFO  LoginPage :39 - Click on login [[ChromeDriver: chrome on WINDOWS (118e7a555f59e4f7b8a58ef8129a971f)] -> xpath: //a[normalize-space()='Log in']]
2022-05-16 22:05:324 INFO  LoginPage :48 - Enter email xyz123@yahoo.comin email field [[ChromeDriver: chrome on WINDOWS (118e7a555f59e4f7b8a58ef8129a971f)] -> xpath: //input[@id='Email']]
2022-05-16 22:05:382 INFO  LoginPage :52 - Enter password xyz123in password field [[ChromeDriver: chrome on WINDOWS (118e7a555f59e4f7b8a58ef8129a971f)] -> xpath: //input[@id='Password']]
2022-05-16 22:05:763 INFO  LoginPage :56 - Click on log in button [[ChromeDriver: chrome on WINDOWS (118e7a555f59e4f7b8a58ef8129a971f)] -> xpath: //button[normalize-space()='Log in']]
2022-05-16 22:05:792 INFO  LoginPage :60 - Verify error message [[ChromeDriver: chrome on WINDOWS (118e7a555f59e4f7b8a58ef8129a971f)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 22:05:422 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:729 INFO  LoginPage :39 - Click on login [[ChromeDriver: chrome on WINDOWS (c86ce0193d9c2f0c3c2c09df0956acf1)] -> xpath: //a[normalize-space()='Log in']]
2022-05-16 22:05:787 INFO  LoginPage :48 - Enter email xyz123@yahoo.comin email field [[ChromeDriver: chrome on WINDOWS (c86ce0193d9c2f0c3c2c09df0956acf1)] -> xpath: //input[@id='Email']]
2022-05-16 22:05:842 INFO  LoginPage :52 - Enter password xyz123in password field [[ChromeDriver: chrome on WINDOWS (c86ce0193d9c2f0c3c2c09df0956acf1)] -> xpath: //input[@id='Password']]
2022-05-16 22:05:255 INFO  LoginPage :56 - Click on log in button [[ChromeDriver: chrome on WINDOWS (c86ce0193d9c2f0c3c2c09df0956acf1)] -> xpath: //button[normalize-space()='Log in']]
2022-05-16 22:05:907 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:881 INFO  LoginPage :39 - Click on login [[ChromeDriver: chrome on WINDOWS (d912f6bab6e8cca7dc1e6789446d3ce6)] -> xpath: //a[normalize-space()='Log in']]
2022-05-16 22:05:945 INFO  LoginPage :48 - Enter email markpaul@yahoo.comin email field [[ChromeDriver: chrome on WINDOWS (d912f6bab6e8cca7dc1e6789446d3ce6)] -> xpath: //input[@id='Email']]
2022-05-16 22:05:03 INFO  LoginPage :52 - Enter password mark12paulin password field [[ChromeDriver: chrome on WINDOWS (d912f6bab6e8cca7dc1e6789446d3ce6)] -> xpath: //input[@id='Password']]
2022-05-16 22:05:392 INFO  LoginPage :56 - Click on log in button [[ChromeDriver: chrome on WINDOWS (d912f6bab6e8cca7dc1e6789446d3ce6)] -> xpath: //button[normalize-space()='Log in']]
2022-05-16 22:05:66 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:187 INFO  RegisterPage :76 - Click on register [[ChromeDriver: chrome on WINDOWS (bc88a9059ecc691555f11a9694c31899)] -> xpath: //a[normalize-space()='Register']]
2022-05-16 22:05:584 INFO  RegisterPage :76 - Click on register [[ChromeDriver: chrome on WINDOWS (bc88a9059ecc691555f11a9694c31899)] -> xpath: //a[normalize-space()='Register']]
2022-05-16 22:05:238 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:662 INFO  RegisterPage :76 - Click on register [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //a[normalize-space()='Register']]
2022-05-16 22:05:717 INFO  RegisterPage :142 - Click on register button [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //button[@id='register-button']]
2022-05-16 22:05:746 INFO  RegisterPage :91 - Verify first name [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //span[@id='FirstName-error']]
2022-05-16 22:05:771 INFO  RegisterPage :102 - Verify last name [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //span[@id='LastName-error']]
2022-05-16 22:05:791 INFO  RegisterPage :114 - Verify emil required [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //span[@id='Email-error']]
2022-05-16 22:05:816 INFO  RegisterPage :125 - Verify password [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //span[@id='Password-error']]
2022-05-16 22:05:849 INFO  RegisterPage :136 - Verify confirm password [[ChromeDriver: chrome on WINDOWS (89295428fe86eed57e154c85fd7dd57c)] -> xpath: //input[@id='ConfirmPassword']]
2022-05-16 22:05:482 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:503 INFO  RegisterPage :76 - Click on register [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //a[normalize-space()='Register']]
2022-05-16 22:05:548 INFO  RegisterPage :147 - Select gender [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //input[@id='gender-female']]
2022-05-16 22:05:609 INFO  RegisterPage :86 - Enter first name Markin first name field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //input[@id='FirstName']]
2022-05-16 22:05:668 INFO  RegisterPage :97 - Enter last name  Paulin last name field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //input[@id='LastName']]
2022-05-16 22:05:723 INFO  RegisterPage :152 - Select date of birth 5in date field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //select[@name='DateOfBirthDay']]
2022-05-16 22:05:776 INFO  RegisterPage :157 - Select date of month Aprilin month field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //select[@name='DateOfBirthMonth']]
2022-05-16 22:05:831 INFO  RegisterPage :162 - Select date of year 2016in year field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //select[@name='DateOfBirthYear']]
2022-05-16 22:05:895 INFO  RegisterPage :108 - Enter email Mark789@yahoo.comin email field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //input[@id='Email']]
2022-05-16 22:05:954 INFO  RegisterPage :120 - Enter password Mark123in password field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //input[@id='Password']]
2022-05-16 22:05:08 INFO  RegisterPage :131 - Enter confirm password Mark123in password field [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //input[@id='ConfirmPassword']]
2022-05-16 22:05:713 INFO  RegisterPage :142 - Click on register button [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //button[@id='register-button']]
2022-05-16 22:05:737 INFO  RegisterPage :167 - Verify register [[ChromeDriver: chrome on WINDOWS (9a650ea72866b700f00a2543b776f2dc)] -> xpath: //div[@class='result']]
2022-05-16 22:05:136 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:251 INFO  ComputerPage :33 - Click on computer [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2022-05-16 22:05:646 INFO  ComputerPage :44 - Click on desktop [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //a[@title='Show products in category Desktops'][normalize-space()='Desktops']]
2022-05-16 22:05:434 INFO  BuildYourOwnComputerPage :54 - Build your own [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2022-05-16 22:05:524 INFO  BuildYourOwnComputerPage :58 - select process2.2 GHz Intel Pentium Dual-Core E2200to process[[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //select[@id='product_attribute_1']]
2022-05-16 22:05:586 INFO  BuildYourOwnComputerPage :62 - select ram2 GBto process[[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //select[@id='product_attribute_2']]
2022-05-16 22:05:643 INFO  BuildYourOwnComputerPage :68 - Select HDD [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //label[@for='product_attribute_3_6']]
2022-05-16 22:05:696 INFO  BuildYourOwnComputerPage :77 - Select OS [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //label[@for='product_attribute_4_8']]
2022-05-16 22:05:712 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:795 INFO  BuildYourOwnComputerPage :96 - Click on add to cart [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 22:05:647 INFO  BuildYourOwnComputerPage :101 - Verify shopping cart [[ChromeDriver: chrome on WINDOWS (bdfaea612c7f60f8eb0621e9d50de61b)] -> xpath: //p[@class='content']]
2022-05-16 22:05:365 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:440 INFO  ComputerPage :33 - Click on computer [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2022-05-16 22:05:874 INFO  ComputerPage :44 - Click on desktop [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //a[@title='Show products in category Desktops'][normalize-space()='Desktops']]
2022-05-16 22:05:627 INFO  BuildYourOwnComputerPage :54 - Build your own [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2022-05-16 22:05:682 INFO  BuildYourOwnComputerPage :58 - select process2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]to process[[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //select[@id='product_attribute_1']]
2022-05-16 22:05:745 INFO  BuildYourOwnComputerPage :62 - select ram4GB [+$20.00]to process[[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //select[@id='product_attribute_2']]
2022-05-16 22:05:821 INFO  BuildYourOwnComputerPage :71 - Select 400 [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //label[@for='product_attribute_3_7']]
2022-05-16 22:05:894 INFO  BuildYourOwnComputerPage :80 - Select premium [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //label[@for='product_attribute_4_9']]
2022-05-16 22:05:910 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:921 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:08 INFO  BuildYourOwnComputerPage :96 - Click on add to cart [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 22:05:921 INFO  BuildYourOwnComputerPage :101 - Verify shopping cart [[ChromeDriver: chrome on WINDOWS (97cf3369a0e74657a51f258c2c705615)] -> xpath: //p[@class='content']]
2022-05-16 22:05:595 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:600 INFO  ComputerPage :33 - Click on computer [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2022-05-16 22:05:21 INFO  ComputerPage :44 - Click on desktop [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //a[@title='Show products in category Desktops'][normalize-space()='Desktops']]
2022-05-16 22:05:722 INFO  BuildYourOwnComputerPage :54 - Build your own [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2022-05-16 22:05:791 INFO  BuildYourOwnComputerPage :58 - select process2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]to process[[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //select[@id='product_attribute_1']]
2022-05-16 22:05:848 INFO  BuildYourOwnComputerPage :62 - select ram8GB [+$60.00]to process[[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //select[@id='product_attribute_2']]
2022-05-16 22:05:904 INFO  BuildYourOwnComputerPage :68 - Select HDD [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //label[@for='product_attribute_3_6']]
2022-05-16 22:05:955 INFO  BuildYourOwnComputerPage :77 - Select OS [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //label[@for='product_attribute_4_8']]
2022-05-16 22:05:970 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:981 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:991 INFO  BuildYourOwnComputerPage :86 - Select software [[[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label], [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //dd[@id='product_attribute_input_5']//li//label]]
2022-05-16 22:05:71 INFO  BuildYourOwnComputerPage :96 - Click on add to cart [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-16 22:05:352 INFO  BuildYourOwnComputerPage :101 - Verify shopping cart [[ChromeDriver: chrome on WINDOWS (fc072491003af8a6f2542b49e5c07aa9)] -> xpath: //p[@class='content']]
2022-05-16 22:05:65 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:43 INFO  LoginPage :39 - Click on login [[ChromeDriver: chrome on WINDOWS (db2183afb9bb902859b1599019458f1b)] -> xpath: //a[normalize-space()='Log in']]
2022-05-16 22:05:68 INFO  LoginPage :43 - Verify welcome [[ChromeDriver: chrome on WINDOWS (db2183afb9bb902859b1599019458f1b)] -> xpath: //h1[normalize-space()='Welcome, Please Sign In!']]
2022-05-16 22:05:733 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:03 INFO  LoginPage :39 - Click on login [[ChromeDriver: chrome on WINDOWS (e069d98699215dbe0d366f8657bee5f4)] -> xpath: //a[normalize-space()='Log in']]
2022-05-16 22:05:62 INFO  LoginPage :48 - Enter email xyz123@yahoo.comin email field [[ChromeDriver: chrome on WINDOWS (e069d98699215dbe0d366f8657bee5f4)] -> xpath: //input[@id='Email']]
2022-05-16 22:05:119 INFO  LoginPage :52 - Enter password xyz123in password field [[ChromeDriver: chrome on WINDOWS (e069d98699215dbe0d366f8657bee5f4)] -> xpath: //input[@id='Password']]
2022-05-16 22:05:531 INFO  LoginPage :56 - Click on log in button [[ChromeDriver: chrome on WINDOWS (e069d98699215dbe0d366f8657bee5f4)] -> xpath: //button[normalize-space()='Log in']]
